"","ABREV","TALLA","vol.relativo","COLOR"
"1","E.encrasicolus","< 18",0.610024449877751,"red"
"2","E.encrasicolus","> 34",0.211487088156723,"red"
"3","E.encrasicolus","18 - 34",0.0824619569837627,"red"
"4","Euphausiacea","< 18",0.078239608801956,"orange"
"5","M.norvegica","< 18",0.166625916870416,"blue"
"6","M.poutassou","18 - 34",0.494559211085607,"cyan"
"7","M.poutassou","> 34",0.727960819234194,"cyan"
"8","otros","< 18",0.145110024449878,"purple"
"9","otros","18 - 34",0.0319221287086628,"purple"
"10","otros","> 34",0.0605520926090828,"purple"
"11","S.pilchardus","18 - 34",0.263538213040891,"tan             "
"12","S.scombrus","18 - 34",0.127518490181076,"darkorange2"
