"","ABREV","TALLA","vol.relativo","COLOR"
"1","Euphausiacea","< 18",0.0900143243673405,"orange"
"2","G.argenteus","< 18",0.233407607830654,"aquamarine"
"3","G.Gobiidae","< 18",0.05248289033901,NA
"4","M.merluccius","18 - 34",0.133281393472272,"yellow"
"5","M.merluccius","> 34",0.0554613977967084,"yellow"
"6","M.poutassou","18 - 34",0.127159909847241,"cyan"
"7","M.poutassou","> 34",0.340807724900763,"cyan"
"8","M.surmuletus","18 - 34",0.0500848660229834,"palegreen3"
"9","Osteichthyes","< 18",0.284225688365431,"brown"
"10","Osteichthyes","18 - 34",0.324494281977796,"brown"
"11","Osteichthyes","> 34",0.227670487489407,"brown"
"12","otros","18 - 34",0.0444364061326136,"purple"
"13","otros","> 34",0.0878038446099639,"purple"
"14","otros","< 18",0.339869489097565,"purple"
"15","S.pilchardus","18 - 34",0.143298366676869,"tan             "
"16","S.scombrus","18 - 34",0.177244775870225,"darkorange2"
"17","S.scombrus","> 34",0.288256545203158,"darkorange2"
