"","ABREV","TALLA","vol.relativo","COLOR"
"1","C.crassicornis","< 18",0.0818202659330582,NA
"2","C.macrophthalma","18 - 34",0.0749770009199632,"red4"
"3","E.encrasicolus","> 34",0.124289760776285,"red"
"4","G.argenteus","< 18",0.174071526822558,"aquamarine"
"5","G.macrophthalmus","< 18",0.0545162769371848,"chocolate"
"6","M.merluccius","< 18",0.0651077487391105,"yellow"
"7","M.merluccius","> 34",0.120228847070701,"yellow"
"8","M.merluccius","18 - 34",0.0515179392824287,"yellow"
"9","M.poutassou","18 - 34",0.606439742410304,"cyan"
"10","M.poutassou","< 18",0.0687757909215956,"cyan"
"11","M.poutassou","> 34",0.596278430602687,"cyan"
"12","Natantia","< 18",0.0549862448418157,"yellowgreen"
"13","Osteichthyes","18 - 34",0.0676632934682613,"brown"
"14","Osteichthyes","< 18",0.139030261348006,"brown"
"15","Osteichthyes","> 34",0.0829192024006507,"brown"
"16","otros","< 18",0.361691884456671,"purple"
"17","otros","18 - 34",0.0522079116835327,"purple"
"18","otros","> 34",0.0762837591496761,"purple"
"19","S.scombrus","18 - 34",0.0772769089236431,"darkorange2"
"20","T.trachurus","18 - 34",0.0699172033118675,"violetred"
