"","ABREV","TALLA","vol.relativo","COLOR"
"1","E.encrasicolus","< 18",0.37611234705228,"red"
"2","E.encrasicolus","> 34",0.0649472538198746,"red"
"3","M.merluccius","18 - 34",0.18288988046053,"yellow"
"4","M.muelleri","< 18",0.0704949944382647,"green"
"5","M.norvegica","< 18",0.328142380422692,"blue"
"6","M.poutassou","18 - 34",0.387539249710792,"cyan"
"7","M.poutassou","> 34",0.705071892480384,"cyan"
"8","Osteichthyes","> 34",0.119983481623306,"brown"
"9","Osteichthyes","< 18",0.151001112347052,"brown"
"10","Osteichthyes","18 - 34",0.0810885253126205,"brown"
"11","otros","< 18",0.0734149054505006,"purple"
"12","otros","> 34",0.109997372076435,"purple"
"13","otros","18 - 34",0.10885253126205,"purple"
"14","S.pilchardus","18 - 34",0.129455186470556,"tan             "
"15","Trachurus sp","18 - 34",0.110174626783452,"violet"
