year_mat;month;lt;sex;mat;year_sample;lab
1980;5;45;1;1;1980;ieo
1980;5;37;1;1;1980;ieo
1980;5;48;2;1;1980;ieo
1980;5;41;2;0;1980;ieo
1980;5;43;1;1;1980;ieo
1980;5;39;1;1;1980;ieo
1980;5;35;1;0;1980;ieo
1980;5;40;1;1;1980;ieo
1980;5;38;2;0;1980;ieo
1980;5;35;2;0;1980;ieo
1980;5;32;1;0;1980;ieo
1980;5;38;2;0;1980;ieo
1980;5;30;1;0;1980;ieo
1980;5;34;2;0;1980;ieo
1980;5;34;1;0;1980;ieo
1980;5;34;1;0;1980;ieo
1980;5;22;3;;1980;ieo
1980;5;21;2;;1980;ieo
1980;5;16;3;;1980;ieo
1980;5;22;3;;1980;ieo
1980;5;19;3;;1980;ieo
1980;5;20;2;;1980;ieo
1980;5;20;2;;1980;ieo
1980;5;22;3;;1980;ieo
1980;5;13;3;;1980;ieo
1980;5;16;3;;1980;ieo
1980;5;21;2;;1980;ieo
1980;5;17;2;;1980;ieo
1980;5;16;3;;1980;ieo
1980;5;17;3;;1980;ieo
1980;5;25;3;;1980;ieo
1980;5;15;3;;1980;ieo
1980;5;14;3;;1980;ieo
1980;5;17;3;;1980;ieo
1980;5;17;3;;1980;ieo
1980;5;15;3;;1980;ieo
1980;5;16;3;;1980;ieo
1980;5;17;3;;1980;ieo
1980;5;17;3;;1980;ieo
1980;5;18;3;;1980;ieo
1980;5;22;2;;1980;ieo
1980;5;17;3;;1980;ieo
1980;5;21;1;;1980;ieo
1980;5;18;3;;1980;ieo
1980;5;16;3;;1980;ieo
1980;5;16;3;;1980;ieo
1980;5;18;3;;1980;ieo
1980;5;20;3;;1980;ieo
1980;5;17;3;;1980;ieo
1980;5;23;1;;1980;ieo
1980;5;16;3;;1980;ieo
1980;5;17;3;;1980;ieo
1980;5;21;2;;1980;ieo
1980;5;20;3;;1980;ieo
1980;5;17;3;;1980;ieo
1980;5;24;1;;1980;ieo
1980;5;19;3;;1980;ieo
1980;5;18;3;;1980;ieo
1980;5;20;2;;1980;ieo
1980;5;19;3;;1980;ieo
1980;5;23;1;;1980;ieo
1980;5;17;3;;1980;ieo
1980;5;20;2;;1980;ieo
1980;5;18;3;;1980;ieo
1980;5;22;3;;1980;ieo
1980;5;21;3;;1980;ieo
1980;5;17;3;;1980;ieo
1980;5;23;3;;1980;ieo
1980;5;22;2;;1980;ieo
1980;5;25;1;;1980;ieo
1980;5;25;3;;1980;ieo
1980;5;24;2;;1980;ieo
1980;5;22;1;;1980;ieo
1980;5;21;2;;1980;ieo
1980;5;20;3;;1980;ieo
1980;5;17;3;;1980;ieo
1980;5;18;3;;1980;ieo
1980;5;19;3;;1980;ieo
1980;5;17;3;;1980;ieo
1980;5;17;3;;1980;ieo
1980;5;18;3;;1980;ieo
1980;5;17;3;;1980;ieo
1980;5;16;3;;1980;ieo
1980;5;15;3;;1980;ieo
1980;5;16;3;;1980;ieo
1980;5;14;3;;1980;ieo
1981;12;38;1;1;1980;ieo
1981;12;32;2;0;1980;ieo
1981;12;29;1;0;1980;ieo
1981;12;27;1;0;1980;ieo
1981;12;26;2;0;1980;ieo
1981;12;32;1;0;1980;ieo
1981;12;32;2;0;1980;ieo
1981;12;39;1;1;1980;ieo
1981;12;49;2;1;1980;ieo
1981;12;42;1;1;1980;ieo
1981;12;39;1;0;1980;ieo
1981;12;33;2;0;1980;ieo
1981;12;39;2;0;1980;ieo
1981;12;36;2;0;1980;ieo
1981;12;38;2;0;1980;ieo
1981;12;31;2;0;1980;ieo
1981;12;30;1;0;1980;ieo
1981;12;39;1;0;1980;ieo
1981;12;42;1;1;1980;ieo
1981;12;35;1;1;1980;ieo
1981;12;38;1;1;1980;ieo
1981;12;36;2;0;1980;ieo
1981;12;31;2;0;1980;ieo
1981;12;28;2;0;1980;ieo
1981;12;24;2;0;1980;ieo
1981;12;38;1;1;1980;ieo
1981;12;29;1;0;1980;ieo
1981;12;44;1;1;1980;ieo
1981;12;38;1;1;1980;ieo
1981;12;31;2;0;1980;ieo
1981;12;36;1;0;1980;ieo
1981;12;31;2;0;1980;ieo
1981;12;30;1;0;1980;ieo
1981;12;31;1;0;1980;ieo
1981;12;27;2;0;1980;ieo
1981;12;27;1;0;1980;ieo
1981;12;29;1;0;1980;ieo
1981;12;43;1;1;1980;ieo
1981;12;37;2;0;1980;ieo
1981;12;37;1;1;1980;ieo
1981;12;28;2;0;1980;ieo
1981;12;27;2;0;1980;ieo
1981;12;33;1;0;1980;ieo
1981;12;44;1;0;1980;ieo
1981;12;29;1;0;1980;ieo
1981;12;36;2;0;1980;ieo
1981;12;31;1;0;1980;ieo
1981;12;38;1;1;1980;ieo
1981;12;30;2;0;1980;ieo
1981;12;27;1;0;1980;ieo
1981;12;39;1;1;1980;ieo
1981;12;30;1;0;1980;ieo
1981;12;39;1;1;1980;ieo
1981;12;42;1;1;1980;ieo
1981;12;31;2;0;1980;ieo
1981;12;39;1;1;1980;ieo
1981;12;38;1;1;1980;ieo
1981;12;27;1;0;1980;ieo
1981;12;30;2;0;1980;ieo
1981;12;35;2;0;1980;ieo
1981;12;39;1;1;1980;ieo
1981;12;29;2;0;1980;ieo
1981;12;27;2;0;1980;ieo
1981;12;31;2;0;1980;ieo
1981;12;37;1;0;1980;ieo
1981;12;29;1;0;1980;ieo
1981;12;29;1;0;1980;ieo
1981;12;38;1;1;1980;ieo
1981;12;39;2;0;1980;ieo
1981;12;40;1;1;1980;ieo
1981;12;37;1;1;1980;ieo
1981;12;39;1;1;1980;ieo
1981;12;35;1;0;1980;ieo
1981;12;29;1;0;1980;ieo
1981;12;38;2;0;1980;ieo
1981;12;41;1;0;1980;ieo
1981;12;33;1;1;1980;ieo
1981;12;31;2;0;1980;ieo
1981;12;31;1;0;1980;ieo
1981;12;31;1;0;1980;ieo
1981;12;31;2;0;1980;ieo
1981;12;36;1;0;1980;ieo
1981;12;41;1;1;1980;ieo
1981;12;34;2;0;1980;ieo
1981;12;38;1;1;1980;ieo
1981;12;38;1;1;1980;ieo
1981;12;34;2;0;1980;ieo
1981;12;27;2;0;1980;ieo
1981;12;27;2;0;1980;ieo
1981;12;29;2;0;1980;ieo
1981;12;27;2;0;1980;ieo
1981;12;27;2;0;1980;ieo
1981;12;27;1;0;1980;ieo
1981;12;27;1;0;1980;ieo
1981;12;26;1;0;1980;ieo
1981;12;39;1;0;1980;ieo
1981;12;28;1;0;1980;ieo
1981;12;40;1;1;1980;ieo
1981;12;21;1;0;1980;ieo
1981;1;55;2;1;1981;ieo
1981;1;49;1;1;1981;ieo
1981;1;43;1;1;1981;ieo
1981;1;41;1;0;1981;ieo
1981;1;40;1;1;1981;ieo
1981;1;37;1;1;1981;ieo
1981;1;43;1;1;1981;ieo
1981;1;39;1;0;1981;ieo
1981;1;33;1;0;1981;ieo
1981;1;38;1;1;1981;ieo
1981;1;34;1;1;1981;ieo
1981;1;44;1;1;1981;ieo
1981;1;40;1;1;1981;ieo
1981;1;38;1;1;1981;ieo
1981;1;43;1;1;1981;ieo
1981;1;38;1;1;1981;ieo
1981;1;44;1;1;1981;ieo
1981;1;35;1;1;1981;ieo
1981;1;43;1;1;1981;ieo
1981;1;57;2;1;1981;ieo
1981;1;47;1;1;1981;ieo
1981;1;45;1;1;1981;ieo
1981;1;38;1;1;1981;ieo
1981;1;36;1;1;1981;ieo
1981;1;42;1;1;1981;ieo
1981;1;32;1;0;1981;ieo
1981;1;38;1;0;1981;ieo
1981;1;40;1;1;1981;ieo
1981;1;42;1;1;1981;ieo
1981;1;39;1;0;1981;ieo
1981;1;39;1;1;1981;ieo
1981;1;42;1;1;1981;ieo
1981;1;38;1;1;1981;ieo
1981;1;37;1;1;1981;ieo
1981;1;39;1;1;1981;ieo
1981;1;37;1;1;1981;ieo
1981;1;45;1;1;1981;ieo
1981;1;45;1;1;1981;ieo
1981;1;42;1;1;1981;ieo
1981;1;41;1;1;1981;ieo
1981;1;39;1;1;1981;ieo
1981;1;42;1;1;1981;ieo
1981;1;40;1;1;1981;ieo
1981;1;41;1;1;1981;ieo
1981;1;41;1;1;1981;ieo
1981;1;39;1;1;1981;ieo
1981;1;40;1;1;1981;ieo
1981;1;44;1;1;1981;ieo
1981;1;40;1;1;1981;ieo
1981;1;40;1;1;1981;ieo
1982;1;57;2;1;1982;ieo
1982;1;60;2;1;1982;ieo
1982;1;56;2;1;1982;ieo
1982;1;56;2;1;1982;ieo
1982;1;60;2;1;1982;ieo
1982;1;57;2;1;1982;ieo
1982;1;57;2;1;1982;ieo
1982;1;60;2;1;1982;ieo
1982;1;60;2;1;1982;ieo
1982;1;54;2;1;1982;ieo
1982;1;56;1;1;1982;ieo
1982;1;57;2;1;1982;ieo
1982;1;59;2;1;1982;ieo
1982;1;56;2;1;1982;ieo
1982;1;60;2;1;1982;ieo
1982;1;57;2;1;1982;ieo
1982;1;62;2;1;1982;ieo
1982;1;58;2;1;1982;ieo
1982;1;60;2;1;1982;ieo
1982;1;56;2;1;1982;ieo
1982;1;56;2;1;1982;ieo
1982;1;57;2;1;1982;ieo
1982;1;45;2;0;1982;ieo
1982;1;62;2;1;1982;ieo
1982;1;60;2;1;1982;ieo
1982;1;59;2;1;1982;ieo
1982;1;55;2;1;1982;ieo
1982;1;47;1;1;1982;ieo
1982;1;55;2;1;1982;ieo
1982;1;52;2;1;1982;ieo
1982;1;54;2;1;1982;ieo
1982;1;61;2;1;1982;ieo
1982;1;49;2;1;1982;ieo
1982;1;60;2;1;1982;ieo
1982;1;60;2;1;1982;ieo
1982;1;62;2;1;1982;ieo
1982;1;59;2;1;1982;ieo
1982;1;59;2;1;1982;ieo
1982;1;61;2;1;1982;ieo
1982;1;59;2;1;1982;ieo
1982;1;59;2;1;1982;ieo
1982;1;59;2;1;1982;ieo
1982;1;57;2;1;1982;ieo
1982;1;43;1;1;1982;ieo
1982;1;58;2;1;1982;ieo
1982;1;57;2;1;1982;ieo
1982;1;53;2;1;1982;ieo
1982;1;49;1;1;1982;ieo
1982;1;54;2;1;1982;ieo
1982;1;53;2;1;1982;ieo
1982;1;48;1;1;1982;ieo
1982;1;47;1;1;1982;ieo
1982;1;74;2;1;1982;ieo
1982;1;63;2;1;1982;ieo
1982;1;61;2;1;1982;ieo
1982;1;58;2;1;1982;ieo
1982;1;64;2;1;1982;ieo
1982;1;63;2;1;1982;ieo
1982;1;65;2;1;1982;ieo
1982;1;60;2;1;1982;ieo
1982;1;54;2;1;1982;ieo
1982;1;65;2;1;1982;ieo
1982;1;61;2;1;1982;ieo
1982;1;56;2;1;1982;ieo
1982;1;58;2;1;1982;ieo
1982;1;61;2;1;1982;ieo
1982;1;59;2;1;1982;ieo
1982;1;62;2;1;1982;ieo
1982;1;64;2;1;1982;ieo
1982;1;57;2;1;1982;ieo
1982;1;62;2;1;1982;ieo
1982;1;61;2;1;1982;ieo
1982;1;60;2;1;1982;ieo
1982;1;64;2;1;1982;ieo
1982;1;60;2;1;1982;ieo
1982;1;65;2;1;1982;ieo
1982;1;63;2;1;1982;ieo
1982;1;63;2;1;1982;ieo
1982;1;54;2;1;1982;ieo
1982;1;51;1;1;1982;ieo
1982;1;58;2;1;1982;ieo
1982;2;46;1;1;1982;ieo
1982;2;62;2;1;1982;ieo
1982;2;48;1;1;1982;ieo
1982;2;48;1;1;1982;ieo
1982;2;59;2;1;1982;ieo
1982;2;50;1;1;1982;ieo
1982;2;59;2;1;1982;ieo
1982;2;49;1;1;1982;ieo
1982;2;47;1;1;1982;ieo
1982;2;43;1;1;1982;ieo
1982;2;44;1;1;1982;ieo
1982;2;44;1;1;1982;ieo
1982;2;63;2;1;1982;ieo
1982;2;57;2;1;1982;ieo
1982;2;50;1;1;1982;ieo
1982;2;44;1;1;1982;ieo
1982;2;45;1;1;1982;ieo
1982;2;45;1;1;1982;ieo
1982;2;50;1;1;1982;ieo
1982;2;52;2;1;1982;ieo
1982;2;50;1;1;1982;ieo
1982;2;48;1;1;1982;ieo
1982;2;54;2;1;1982;ieo
1982;2;60;2;1;1982;ieo
1982;2;45;1;1;1982;ieo
1982;2;45;1;1;1982;ieo
1982;2;43;1;1;1982;ieo
1982;2;48;1;1;1982;ieo
1982;2;47;1;1;1982;ieo
1982;2;48;1;1;1982;ieo
1982;2;59;2;1;1982;ieo
1982;2;57;2;1;1982;ieo
1982;2;57;2;1;1982;ieo
1982;2;47;1;1;1982;ieo
1982;2;47;1;1;1982;ieo
1982;2;50;1;1;1982;ieo
1982;2;47;1;1;1982;ieo
1982;2;60;2;1;1982;ieo
1982;2;48;1;1;1982;ieo
1982;2;46;1;1;1982;ieo
1982;2;43;1;1;1982;ieo
1982;2;44;1;1;1982;ieo
1982;2;46;1;1;1982;ieo
1982;3;63;2;1;1982;ieo
1982;3;63;2;1;1982;ieo
1982;3;66;2;1;1982;ieo
1982;3;59;2;1;1982;ieo
1982;3;59;2;1;1982;ieo
1982;3;57;2;1;1982;ieo
1982;3;57;2;1;1982;ieo
1982;3;58;2;1;1982;ieo
1982;3;56;2;1;1982;ieo
1982;3;44;2;1;1982;ieo
1982;3;45;1;1;1982;ieo
1982;3;53;2;1;1982;ieo
1982;3;45;1;1;1982;ieo
1982;3;51;2;1;1982;ieo
1982;3;53;2;1;1982;ieo
1982;3;54;2;1;1982;ieo
1982;3;60;2;1;1982;ieo
1982;3;57;2;1;1982;ieo
1982;3;62;2;1;1982;ieo
1982;3;58;2;1;1982;ieo
1982;3;63;2;1;1982;ieo
1982;3;64;2;1;1982;ieo
1982;3;58;2;1;1982;ieo
1982;3;56;2;1;1982;ieo
1982;3;62;2;1;1982;ieo
1982;3;47;2;1;1982;ieo
1982;3;43;1;;1982;ieo
1982;3;45;1;;1982;ieo
1982;3;41;1;1;1982;ieo
1982;3;43;1;1;1982;ieo
1982;3;49;1;1;1982;ieo
1982;3;41;1;1;1982;ieo
1982;3;41;1;1;1982;ieo
1982;3;39;1;1;1982;ieo
1982;3;41;1;1;1982;ieo
1982;3;36;1;0;1982;ieo
1982;3;38;1;1;1982;ieo
1982;3;31;2;0;1982;ieo
1982;3;37;1;1;1982;ieo
1982;3;38;1;1;1982;ieo
1982;3;32;1;0;1982;ieo
1982;3;42;1;1;1982;ieo
1982;3;40;1;1;1982;ieo
1982;3;45;1;1;1982;ieo
1982;3;41;1;1;1982;ieo
1982;3;39;1;1;1982;ieo
1982;3;43;1;1;1982;ieo
1982;3;41;1;1;1982;ieo
1982;3;37;1;1;1982;ieo
1982;3;36;1;1;1982;ieo
1982;3;35;2;0;1982;ieo
1982;3;41;1;1;1982;ieo
1982;3;40;1;1;1982;ieo
1982;3;48;2;1;1982;ieo
1982;3;35;1;0;1982;ieo
1982;3;45;1;1;1982;ieo
1982;3;49;1;1;1982;ieo
1982;3;45;1;1;1982;ieo
1982;3;46;1;1;1982;ieo
1982;3;38;1;1;1982;ieo
1982;3;35;2;0;1982;ieo
1982;3;42;1;1;1982;ieo
1982;3;33;2;0;1982;ieo
1982;3;41;1;1;1982;ieo
1982;3;39;1;1;1982;ieo
1982;3;41;1;1;1982;ieo
1982;3;33;1;0;1982;ieo
1982;3;39;1;1;1982;ieo
1982;3;43;1;1;1982;ieo
1982;3;33;2;0;1982;ieo
1982;3;43;1;1;1982;ieo
1982;3;35;1;0;1982;ieo
1982;3;45;1;1;1982;ieo
1982;3;48;1;1;1982;ieo
1982;3;36;1;0;1982;ieo
1982;3;39;1;0;1982;ieo
1982;3;37;2;0;1982;ieo
1982;3;32;2;0;1982;ieo
1982;3;36;1;1;1982;ieo
1982;3;41;2;0;1982;ieo
1982;3;40;1;1;1982;ieo
1982;3;37;2;0;1982;ieo
1982;3;38;1;1;1982;ieo
1982;3;37;2;0;1982;ieo
1982;3;34;1;0;1982;ieo
1982;3;49;1;1;1982;ieo
1982;3;34;2;0;1982;ieo
1982;3;38;2;0;1982;ieo
1982;3;41;1;1;1982;ieo
1982;3;32;2;0;1982;ieo
1982;3;37;1;1;1982;ieo
1982;3;33;2;0;1982;ieo
1982;3;44;1;1;1982;ieo
1982;3;33;1;0;1982;ieo
1982;3;36;1;0;1982;ieo
1982;3;39;1;1;1982;ieo
1982;3;46;1;1;1982;ieo
1982;3;34;1;1;1982;ieo
1982;3;35;1;0;1982;ieo
1982;3;31;1;0;1982;ieo
1982;3;30;1;0;1982;ieo
1982;3;45;1;1;1982;ieo
1982;3;35;1;0;1982;ieo
1982;3;31;1;0;1982;ieo
1982;3;31;2;0;1982;ieo
1982;3;33;1;0;1982;ieo
1982;3;51;2;1;1982;ieo
1982;3;30;1;0;1982;ieo
1982;3;34;2;0;1982;ieo
1982;3;37;1;1;1982;ieo
1982;3;44;1;1;1982;ieo
1982;3;33;1;1;1982;ieo
1982;3;31;1;1;1982;ieo
1982;3;41;1;1;1982;ieo
1982;3;43;1;1;1982;ieo
1982;3;32;1;0;1982;ieo
1982;3;31;2;0;1982;ieo
1982;3;32;2;0;1982;ieo
1982;3;34;1;0;1982;ieo
1982;3;35;1;0;1982;ieo
1982;3;38;1;0;1982;ieo
1982;3;38;1;1;1982;ieo
1982;3;38;1;1;1982;ieo
1982;3;33;2;0;1982;ieo
1982;3;35;1;1;1982;ieo
1982;3;36;1;0;1982;ieo
1982;3;35;1;0;1982;ieo
1982;3;34;2;0;1982;ieo
1982;3;32;1;0;1982;ieo
1982;3;35;1;0;1982;ieo
1982;3;44;1;1;1982;ieo
1982;3;41;1;1;1982;ieo
1982;3;28;1;0;1982;ieo
1982;3;33;2;0;1982;ieo
1982;3;39;1;1;1982;ieo
1982;3;38;1;1;1982;ieo
1982;3;40;1;1;1982;ieo
1982;3;35;2;0;1982;ieo
1982;3;37;2;0;1982;ieo
1982;3;34;2;0;1982;ieo
1982;3;32;2;0;1982;ieo
1982;3;37;1;1;1982;ieo
1982;3;36;1;1;1982;ieo
1982;3;38;1;1;1982;ieo
1982;3;36;2;0;1982;ieo
1982;3;33;2;0;1982;ieo
1982;3;32;1;0;1982;ieo
1982;3;34;1;0;1982;ieo
1982;3;31;2;0;1982;ieo
1982;3;35;1;0;1982;ieo
1982;3;34;2;0;1982;ieo
1982;3;36;2;0;1982;ieo
1982;4;46;1;1;1982;ieo
1982;4;41;1;1;1982;ieo
1982;4;40;1;1;1982;ieo
1982;4;44;1;1;1982;ieo
1982;4;36;1;0;1982;ieo
1982;4;52;1;1;1982;ieo
1982;4;42;1;1;1982;ieo
1982;4;37;1;1;1982;ieo
1982;4;43;1;1;1982;ieo
1982;4;36;1;0;1982;ieo
1982;4;40;1;1;1982;ieo
1982;4;38;1;1;1982;ieo
1982;4;40;1;1;1982;ieo
1982;4;45;1;1;1982;ieo
1982;4;41;1;1;1982;ieo
1982;4;47;1;1;1982;ieo
1982;4;37;2;0;1982;ieo
1982;4;39;1;0;1982;ieo
1982;4;36;1;0;1982;ieo
1982;4;38;1;1;1982;ieo
1982;4;43;1;1;1982;ieo
1982;4;39;1;1;1982;ieo
1982;4;42;1;1;1982;ieo
1982;4;38;1;0;1982;ieo
1982;4;45;1;1;1982;ieo
1982;4;37;1;0;1982;ieo
1982;4;40;1;1;1982;ieo
1982;4;42;1;1;1982;ieo
1982;4;40;1;1;1982;ieo
1982;4;39;1;1;1982;ieo
1982;4;39;1;0;1982;ieo
1982;4;42;2;0;1982;ieo
1982;4;45;1;1;1982;ieo
1982;4;45;1;1;1982;ieo
1982;4;45;1;1;1982;ieo
1982;4;35;1;1;1982;ieo
1982;4;45;1;1;1982;ieo
1982;4;37;1;1;1982;ieo
1982;4;45;1;1;1982;ieo
1982;4;39;1;1;1982;ieo
1982;4;38;1;0;1982;ieo
1982;4;44;1;1;1982;ieo
1982;4;43;1;1;1982;ieo
1982;4;42;1;1;1982;ieo
1982;4;34;1;1;1982;ieo
1982;4;41;1;1;1982;ieo
1982;4;38;1;0;1982;ieo
1982;4;38;1;1;1982;ieo
1982;4;43;1;1;1982;ieo
1982;4;34;1;0;1982;ieo
1982;4;40;1;1;1982;ieo
1982;4;41;2;0;1982;ieo
1982;4;42;1;1;1982;ieo
1982;4;36;1;0;1982;ieo
1982;4;42;1;1;1982;ieo
1982;4;38;2;0;1982;ieo
1982;4;39;1;1;1982;ieo
1982;4;40;1;1;1982;ieo
1982;4;44;1;1;1982;ieo
1982;4;39;1;1;1982;ieo
1982;4;42;1;1;1982;ieo
1982;5;59;2;1;1982;ieo
1982;5;50;2;1;1982;ieo
1982;5;51;2;1;1982;ieo
1982;5;49;2;1;1982;ieo
1982;5;46;1;1;1982;ieo
1982;5;70;2;1;1982;ieo
1982;5;55;1;1;1982;ieo
1982;5;52;1;1;1982;ieo
1982;5;52;2;1;1982;ieo
1982;5;54;2;1;1982;ieo
1982;5;51;2;1;1982;ieo
1982;5;62;2;1;1982;ieo
1982;5;59;2;1;1982;ieo
1982;5;52;1;1;1982;ieo
1982;5;58;2;1;1982;ieo
1982;5;45;1;1;1982;ieo
1982;5;63;2;1;1982;ieo
1982;5;51;2;1;1982;ieo
1982;5;59;2;1;1982;ieo
1982;5;46;1;1;1982;ieo
1982;5;41;1;1;1982;ieo
1982;5;49;2;0;1982;ieo
1982;5;48;1;1;1982;ieo
1982;5;44;1;1;1982;ieo
1982;5;45;1;1;1982;ieo
1982;5;51;1;1;1982;ieo
1982;5;40;1;1;1982;ieo
1982;5;43;1;1;1982;ieo
1982;5;49;1;1;1982;ieo
1982;5;44;1;1;1982;ieo
1982;5;42;1;1;1982;ieo
1983;2;40;1;1;1983;ieo
1983;2;37;1;1;1983;ieo
1983;2;48;1;1;1983;ieo
1983;2;41;1;1;1983;ieo
1983;2;32;1;1;1983;ieo
1983;2;39;1;1;1983;ieo
1983;2;37;2;0;1983;ieo
1983;2;32;2;0;1983;ieo
1983;2;41;1;1;1983;ieo
1983;2;36;1;1;1983;ieo
1983;2;41;1;1;1983;ieo
1983;2;43;1;1;1983;ieo
1983;2;39;1;1;1983;ieo
1983;2;41;1;1;1983;ieo
1983;2;34;1;1;1983;ieo
1983;2;29;2;0;1983;ieo
1983;2;46;1;1;1983;ieo
1983;2;35;1;1;1983;ieo
1983;2;39;1;1;1983;ieo
1983;2;43;1;1;1983;ieo
1983;2;28;2;0;1983;ieo
1983;2;43;1;1;1983;ieo
1983;2;34;2;0;1983;ieo
1983;2;38;2;0;1983;ieo
1983;2;35;2;0;1983;ieo
1983;2;36;1;1;1983;ieo
1983;2;37;1;1;1983;ieo
1983;2;55;2;1;1983;ieo
1983;2;36;1;1;1983;ieo
1983;2;33;2;0;1983;ieo
1983;2;45;1;1;1983;ieo
1983;2;35;1;1;1983;ieo
