"","year","step","area","length","age","num","fleet"
"1385",1992,1,"area1","allages","len95",0,"SpPal"
"1386",1992,1,"area1","allages","len96",0,"SpPal"
"1387",1992,1,"area1","allages","len97",0,"SpPal"
"1388",1992,1,"area1","allages","len98",0,"SpPal"
"1389",1992,1,"area1","allages","len99",0,"SpPal"
"1390",1992,1,"area1","allages","len100",0,"SpPal"
"1391",1992,1,"area1","allages","len101",0,"SpPal"
"1392",1992,1,"area1","allages","len102",0,"SpPal"
"1393",1992,1,"area1","allages","len103",0,"SpPal"
"1394",1992,1,"area1","allages","len104",0,"SpPal"
"1395",1992,1,"area1","allages","len105",0,"SpPal"
"1396",1992,1,"area1","allages","len106",0,"SpPal"
"1397",1992,1,"area1","allages","len107",0,"SpPal"
"1398",1992,1,"area1","allages","len108",0,"SpPal"
"1399",1992,1,"area1","allages","len109",0,"SpPal"
"1400",1992,1,"area1","allages","len110",0,"SpPal"
"1401",1992,1,"area1","allages","len111",0,"SpPal"
"1402",1992,1,"area1","allages","len112",0,"SpPal"
"1403",1992,1,"area1","allages","len113",0,"SpPal"
"1404",1992,1,"area1","allages","len114",0,"SpPal"
"1405",1992,1,"area1","allages","len115",0,"SpPal"
"1406",1992,1,"area1","allages","len116",0,"SpPal"
"1407",1992,1,"area1","allages","len117",0,"SpPal"
"1408",1992,1,"area1","allages","len118",0,"SpPal"
"1409",1992,1,"area1","allages","len119",0,"SpPal"
"1410",1992,1,"area1","allages","len120",0,"SpPal"
"1411",1992,1,"area1","allages","len121",0,"SpPal"
"1412",1992,1,"area1","allages","len122",0,"SpPal"
"1413",1992,1,"area1","allages","len123",0,"SpPal"
"1414",1992,1,"area1","allages","len124",0,"SpPal"
"1415",1992,1,"area1","allages","len125",0,"SpPal"
"1416",1992,1,"area1","allages","len126",0,"SpPal"
"1417",1992,1,"area1","allages","len127",0,"SpPal"
"1418",1992,1,"area1","allages","len128",0,"SpPal"
"1419",1992,1,"area1","allages","len129",0,"SpPal"
"1420",1993,1,"area1","allages","len1",0,"SpPal"
"1421",1993,1,"area1","allages","len2",0,"SpPal"
"1422",1993,1,"area1","allages","len3",0,"SpPal"
"1423",1993,1,"area1","allages","len4",0,"SpPal"
"1424",1993,1,"area1","allages","len5",0,"SpPal"
"1425",1993,1,"area1","allages","len6",0,"SpPal"
"1426",1993,1,"area1","allages","len7",0,"SpPal"
"1427",1993,1,"area1","allages","len8",0,"SpPal"
"1428",1993,1,"area1","allages","len9",0,"SpPal"
"1429",1993,1,"area1","allages","len10",0,"SpPal"
"1430",1993,1,"area1","allages","len11",0,"SpPal"
"1431",1993,1,"area1","allages","len12",0,"SpPal"
"1432",1993,1,"area1","allages","len13",0,"SpPal"
"1433",1993,1,"area1","allages","len14",0,"SpPal"
"1434",1993,1,"area1","allages","len15",0,"SpPal"
"1435",1993,1,"area1","allages","len16",0,"SpPal"
"1436",1993,1,"area1","allages","len17",0,"SpPal"
"1437",1993,1,"area1","allages","len18",0,"SpPal"
"1438",1993,1,"area1","allages","len19",0,"SpPal"
"1439",1993,1,"area1","allages","len20",0,"SpPal"
"1440",1993,1,"area1","allages","len21",0,"SpPal"
"1441",1993,1,"area1","allages","len22",0,"SpPal"
"1442",1993,1,"area1","allages","len23",0,"SpPal"
"1443",1993,1,"area1","allages","len24",0,"SpPal"
"1444",1993,1,"area1","allages","len25",0,"SpPal"
"1445",1993,1,"area1","allages","len26",0,"SpPal"
"1446",1993,1,"area1","allages","len27",0,"SpPal"
"1447",1993,1,"area1","allages","len28",0,"SpPal"
"1448",1993,1,"area1","allages","len29",0,"SpPal"
"1449",1993,1,"area1","allages","len30",0,"SpPal"
"1450",1993,1,"area1","allages","len31",4,"SpPal"
"1451",1993,1,"area1","allages","len32",0,"SpPal"
"1452",1993,1,"area1","allages","len33",3,"SpPal"
"1453",1993,1,"area1","allages","len34",5,"SpPal"
"1454",1993,1,"area1","allages","len35",6,"SpPal"
"1455",1993,1,"area1","allages","len36",4,"SpPal"
"1456",1993,1,"area1","allages","len37",16,"SpPal"
"1457",1993,1,"area1","allages","len38",10,"SpPal"
"1458",1993,1,"area1","allages","len39",23,"SpPal"
"1459",1993,1,"area1","allages","len40",14,"SpPal"
"1460",1993,1,"area1","allages","len41",67,"SpPal"
"1461",1993,1,"area1","allages","len42",61,"SpPal"
"1462",1993,1,"area1","allages","len43",88,"SpPal"
"1463",1993,1,"area1","allages","len44",154,"SpPal"
"1464",1993,1,"area1","allages","len45",94,"SpPal"
"1465",1993,1,"area1","allages","len46",98,"SpPal"
"1466",1993,1,"area1","allages","len47",153,"SpPal"
"1467",1993,1,"area1","allages","len48",105,"SpPal"
"1468",1993,1,"area1","allages","len49",122,"SpPal"
"1469",1993,1,"area1","allages","len50",97,"SpPal"
"1470",1993,1,"area1","allages","len51",117,"SpPal"
"1471",1993,1,"area1","allages","len52",113,"SpPal"
"1472",1993,1,"area1","allages","len53",123,"SpPal"
"1473",1993,1,"area1","allages","len54",115,"SpPal"
"1474",1993,1,"area1","allages","len55",74,"SpPal"
"1475",1993,1,"area1","allages","len56",59,"SpPal"
"1476",1993,1,"area1","allages","len57",65,"SpPal"
"1477",1993,1,"area1","allages","len58",37,"SpPal"
"1478",1993,1,"area1","allages","len59",14,"SpPal"
"1479",1993,1,"area1","allages","len60",57,"SpPal"
"1480",1993,1,"area1","allages","len61",49,"SpPal"
"1481",1993,1,"area1","allages","len62",44,"SpPal"
"1482",1993,1,"area1","allages","len63",69,"SpPal"
"1483",1993,1,"area1","allages","len64",41,"SpPal"
"1484",1993,1,"area1","allages","len65",41,"SpPal"
"1485",1993,1,"area1","allages","len66",43,"SpPal"
"1486",1993,1,"area1","allages","len67",26,"SpPal"
"1487",1993,1,"area1","allages","len68",10,"SpPal"
"1488",1993,1,"area1","allages","len69",3,"SpPal"
"1489",1993,1,"area1","allages","len70",40,"SpPal"
"1490",1993,1,"area1","allages","len71",11,"SpPal"
"1491",1993,1,"area1","allages","len72",11,"SpPal"
"1492",1993,1,"area1","allages","len73",2,"SpPal"
"1493",1993,1,"area1","allages","len74",3,"SpPal"
"1494",1993,1,"area1","allages","len75",3,"SpPal"
"1495",1993,1,"area1","allages","len76",6,"SpPal"
"1496",1993,1,"area1","allages","len77",0,"SpPal"
"1497",1993,1,"area1","allages","len78",0,"SpPal"
"1498",1993,1,"area1","allages","len79",0,"SpPal"
"1499",1993,1,"area1","allages","len80",3,"SpPal"
"1500",1993,1,"area1","allages","len81",0,"SpPal"
"1501",1993,1,"area1","allages","len82",0,"SpPal"
"1502",1993,1,"area1","allages","len83",0,"SpPal"
"1503",1993,1,"area1","allages","len84",0,"SpPal"
"1504",1993,1,"area1","allages","len85",0,"SpPal"
"1505",1993,1,"area1","allages","len86",0,"SpPal"
"1506",1993,1,"area1","allages","len87",0,"SpPal"
"1507",1993,1,"area1","allages","len88",0,"SpPal"
"1508",1993,1,"area1","allages","len89",0,"SpPal"
"1509",1993,1,"area1","allages","len90",0,"SpPal"
"1510",1993,1,"area1","allages","len91",0,"SpPal"
"1511",1993,1,"area1","allages","len92",0,"SpPal"
"1512",1993,1,"area1","allages","len93",0,"SpPal"
"1513",1993,1,"area1","allages","len94",0,"SpPal"
"1514",1993,1,"area1","allages","len95",0,"SpPal"
"1515",1993,1,"area1","allages","len96",0,"SpPal"
"1516",1993,1,"area1","allages","len97",0,"SpPal"
"1517",1993,1,"area1","allages","len98",0,"SpPal"
"1518",1993,1,"area1","allages","len99",0,"SpPal"
"1519",1993,1,"area1","allages","len100",0,"SpPal"
"1520",1993,1,"area1","allages","len101",0,"SpPal"
"1521",1993,1,"area1","allages","len102",0,"SpPal"
"1522",1993,1,"area1","allages","len103",0,"SpPal"
"1523",1993,1,"area1","allages","len104",0,"SpPal"
"1524",1993,1,"area1","allages","len105",0,"SpPal"
"1525",1993,1,"area1","allages","len106",0,"SpPal"
"1526",1993,1,"area1","allages","len107",0,"SpPal"
"1527",1993,1,"area1","allages","len108",0,"SpPal"
"1528",1993,1,"area1","allages","len109",0,"SpPal"
"1529",1993,1,"area1","allages","len110",0,"SpPal"
"1530",1993,1,"area1","allages","len111",0,"SpPal"
"1531",1993,1,"area1","allages","len112",0,"SpPal"
"1532",1993,1,"area1","allages","len113",0,"SpPal"
"1533",1993,1,"area1","allages","len114",0,"SpPal"
"1534",1993,1,"area1","allages","len115",0,"SpPal"
"1535",1993,1,"area1","allages","len116",0,"SpPal"
"1536",1993,1,"area1","allages","len117",0,"SpPal"
"1537",1993,1,"area1","allages","len118",0,"SpPal"
"1538",1993,1,"area1","allages","len119",0,"SpPal"
"1539",1993,1,"area1","allages","len120",0,"SpPal"
"1540",1993,1,"area1","allages","len121",0,"SpPal"
"1541",1993,1,"area1","allages","len122",0,"SpPal"
"1542",1993,1,"area1","allages","len123",0,"SpPal"
"1543",1993,1,"area1","allages","len124",0,"SpPal"
"1544",1993,1,"area1","allages","len125",0,"SpPal"
"1545",1993,1,"area1","allages","len126",0,"SpPal"
"1546",1993,1,"area1","allages","len127",0,"SpPal"
"1547",1993,1,"area1","allages","len128",0,"SpPal"
"1548",1993,1,"area1","allages","len129",0,"SpPal"
"1549",1982,1,"area1","allages","len1",0,"PtArt"
"1550",1982,1,"area1","allages","len2",0,"PtArt"
"1551",1982,1,"area1","allages","len3",0,"PtArt"
"1552",1982,1,"area1","allages","len4",0,"PtArt"
"1553",1982,1,"area1","allages","len5",0,"PtArt"
"1554",1982,1,"area1","allages","len6",0,"PtArt"
"1555",1982,1,"area1","allages","len7",0,"PtArt"
"1556",1982,1,"area1","allages","len8",0,"PtArt"
"1557",1982,1,"area1","allages","len9",0,"PtArt"
"1558",1982,1,"area1","allages","len10",68,"PtArt"
"1559",1982,1,"area1","allages","len11",68,"PtArt"
"1560",1982,1,"area1","allages","len12",68,"PtArt"
"1561",1982,1,"area1","allages","len13",68,"PtArt"
"1562",1982,1,"area1","allages","len14",68,"PtArt"
"1563",1982,1,"area1","allages","len15",211,"PtArt"
"1564",1982,1,"area1","allages","len16",211,"PtArt"
"1565",1982,1,"area1","allages","len17",211,"PtArt"
"1566",1982,1,"area1","allages","len18",211,"PtArt"
"1567",1982,1,"area1","allages","len19",211,"PtArt"
"1568",1982,1,"area1","allages","len20",615,"PtArt"
"1569",1982,1,"area1","allages","len21",615,"PtArt"
"1570",1982,1,"area1","allages","len22",615,"PtArt"
"1571",1982,1,"area1","allages","len23",615,"PtArt"
"1572",1982,1,"area1","allages","len24",615,"PtArt"
"1573",1982,1,"area1","allages","len25",934,"PtArt"
"1574",1982,1,"area1","allages","len26",934,"PtArt"
"1575",1982,1,"area1","allages","len27",934,"PtArt"
"1576",1982,1,"area1","allages","len28",934,"PtArt"
"1577",1982,1,"area1","allages","len29",934,"PtArt"
"1578",1982,1,"area1","allages","len30",474,"PtArt"
"1579",1982,1,"area1","allages","len31",474,"PtArt"
"1580",1982,1,"area1","allages","len32",474,"PtArt"
"1581",1982,1,"area1","allages","len33",474,"PtArt"
"1582",1982,1,"area1","allages","len34",474,"PtArt"
"1583",1982,1,"area1","allages","len35",480,"PtArt"
"1584",1982,1,"area1","allages","len36",480,"PtArt"
"1585",1982,1,"area1","allages","len37",480,"PtArt"
"1586",1982,1,"area1","allages","len38",480,"PtArt"
"1587",1982,1,"area1","allages","len39",480,"PtArt"
"1588",1982,1,"area1","allages","len40",232,"PtArt"
"1589",1982,1,"area1","allages","len41",232,"PtArt"
"1590",1982,1,"area1","allages","len42",232,"PtArt"
"1591",1982,1,"area1","allages","len43",232,"PtArt"
"1592",1982,1,"area1","allages","len44",232,"PtArt"
"1593",1982,1,"area1","allages","len45",120,"PtArt"
"1594",1982,1,"area1","allages","len46",120,"PtArt"
"1595",1982,1,"area1","allages","len47",120,"PtArt"
"1596",1982,1,"area1","allages","len48",120,"PtArt"
"1597",1982,1,"area1","allages","len49",120,"PtArt"
"1598",1982,1,"area1","allages","len50",82,"PtArt"
"1599",1982,1,"area1","allages","len51",82,"PtArt"
"1600",1982,1,"area1","allages","len52",82,"PtArt"
"1601",1982,1,"area1","allages","len53",82,"PtArt"
"1602",1982,1,"area1","allages","len54",82,"PtArt"
"1603",1982,1,"area1","allages","len55",63,"PtArt"
"1604",1982,1,"area1","allages","len56",63,"PtArt"
"1605",1982,1,"area1","allages","len57",63,"PtArt"
"1606",1982,1,"area1","allages","len58",63,"PtArt"
"1607",1982,1,"area1","allages","len59",63,"PtArt"
"1608",1982,1,"area1","allages","len60",37,"PtArt"
"1609",1982,1,"area1","allages","len61",37,"PtArt"
"1610",1982,1,"area1","allages","len62",37,"PtArt"
"1611",1982,1,"area1","allages","len63",37,"PtArt"
"1612",1982,1,"area1","allages","len64",37,"PtArt"
"1613",1982,1,"area1","allages","len65",12,"PtArt"
"1614",1982,1,"area1","allages","len66",12,"PtArt"
"1615",1982,1,"area1","allages","len67",12,"PtArt"
"1616",1982,1,"area1","allages","len68",12,"PtArt"
"1617",1982,1,"area1","allages","len69",12,"PtArt"
"1618",1982,1,"area1","allages","len70",9,"PtArt"
"1619",1982,1,"area1","allages","len71",9,"PtArt"
"1620",1982,1,"area1","allages","len72",9,"PtArt"
"1621",1982,1,"area1","allages","len73",9,"PtArt"
"1622",1982,1,"area1","allages","len74",9,"PtArt"
"1623",1982,1,"area1","allages","len75",0,"PtArt"
"1624",1982,1,"area1","allages","len76",0,"PtArt"
"1625",1982,1,"area1","allages","len77",0,"PtArt"
"1626",1982,1,"area1","allages","len78",0,"PtArt"
"1627",1982,1,"area1","allages","len79",0,"PtArt"
"1628",1982,1,"area1","allages","len80",0,"PtArt"
"1629",1982,1,"area1","allages","len81",0,"PtArt"
"1630",1982,1,"area1","allages","len82",0,"PtArt"
"1631",1982,1,"area1","allages","len83",0,"PtArt"
"1632",1982,1,"area1","allages","len84",0,"PtArt"
"1633",1982,1,"area1","allages","len85",0,"PtArt"
"1634",1982,1,"area1","allages","len86",0,"PtArt"
"1635",1982,1,"area1","allages","len87",0,"PtArt"
"1636",1982,1,"area1","allages","len88",0,"PtArt"
"1637",1982,1,"area1","allages","len89",0,"PtArt"
"1638",1982,1,"area1","allages","len90",0,"PtArt"
"1639",1982,1,"area1","allages","len91",0,"PtArt"
"1640",1982,1,"area1","allages","len92",0,"PtArt"
"1641",1982,1,"area1","allages","len93",0,"PtArt"
"1642",1982,1,"area1","allages","len94",0,"PtArt"
"1643",1982,1,"area1","allages","len95",0,"PtArt"
"1644",1982,1,"area1","allages","len96",0,"PtArt"
"1645",1982,1,"area1","allages","len97",0,"PtArt"
"1646",1982,1,"area1","allages","len98",0,"PtArt"
"1647",1982,1,"area1","allages","len99",0,"PtArt"
"1648",1982,1,"area1","allages","len100",0,"PtArt"
"1649",1982,1,"area1","allages","len101",0,"PtArt"
"1650",1982,1,"area1","allages","len102",0,"PtArt"
"1651",1982,1,"area1","allages","len103",0,"PtArt"
"1652",1982,1,"area1","allages","len104",0,"PtArt"
"1653",1982,1,"area1","allages","len105",0,"PtArt"
"1654",1982,1,"area1","allages","len106",0,"PtArt"
"1655",1982,1,"area1","allages","len107",0,"PtArt"
"1656",1982,1,"area1","allages","len108",0,"PtArt"
"1657",1982,1,"area1","allages","len109",0,"PtArt"
"1658",1982,1,"area1","allages","len110",0,"PtArt"
"1659",1982,1,"area1","allages","len111",0,"PtArt"
"1660",1982,1,"area1","allages","len112",0,"PtArt"
"1661",1982,1,"area1","allages","len113",0,"PtArt"
"1662",1982,1,"area1","allages","len114",0,"PtArt"
"1663",1982,1,"area1","allages","len115",0,"PtArt"
"1664",1982,1,"area1","allages","len116",0,"PtArt"
"1665",1982,1,"area1","allages","len117",0,"PtArt"
"1666",1982,1,"area1","allages","len118",0,"PtArt"
"1667",1982,1,"area1","allages","len119",0,"PtArt"
"1668",1982,1,"area1","allages","len120",0,"PtArt"
"1669",1982,1,"area1","allages","len121",0,"PtArt"
"1670",1982,1,"area1","allages","len122",0,"PtArt"
"1671",1982,1,"area1","allages","len123",0,"PtArt"
"1672",1982,1,"area1","allages","len124",0,"PtArt"
"1673",1982,1,"area1","allages","len125",0,"PtArt"
"1674",1982,1,"area1","allages","len126",0,"PtArt"
"1675",1982,1,"area1","allages","len127",0,"PtArt"
"1676",1982,1,"area1","allages","len128",0,"PtArt"
"1677",1982,1,"area1","allages","len129",0,"PtArt"
"1678",1983,1,"area1","allages","len1",0,"PtArt"
"1679",1983,1,"area1","allages","len2",0,"PtArt"
"1680",1983,1,"area1","allages","len3",0,"PtArt"
"1681",1983,1,"area1","allages","len4",0,"PtArt"
"1682",1983,1,"area1","allages","len5",0,"PtArt"
"1683",1983,1,"area1","allages","len6",0,"PtArt"
"1684",1983,1,"area1","allages","len7",0,"PtArt"
"1685",1983,1,"area1","allages","len8",0,"PtArt"
"1686",1983,1,"area1","allages","len9",0,"PtArt"
"1687",1983,1,"area1","allages","len10",0.07,"PtArt"
"1688",1983,1,"area1","allages","len11",1.23,"PtArt"
"1689",1983,1,"area1","allages","len12",5.55,"PtArt"
"1690",1983,1,"area1","allages","len13",9.5,"PtArt"
"1691",1983,1,"area1","allages","len14",11.97,"PtArt"
"1692",1983,1,"area1","allages","len15",23.51,"PtArt"
"1693",1983,1,"area1","allages","len16",36.25,"PtArt"
"1694",1983,1,"area1","allages","len17",50.21,"PtArt"
"1695",1983,1,"area1","allages","len18",65.29,"PtArt"
"1696",1983,1,"area1","allages","len19",118.89,"PtArt"
"1697",1983,1,"area1","allages","len20",134.81,"PtArt"
"1698",1983,1,"area1","allages","len21",128.65,"PtArt"
"1699",1983,1,"area1","allages","len22",207.5,"PtArt"
"1700",1983,1,"area1","allages","len23",225.12,"PtArt"
"1701",1983,1,"area1","allages","len24",420.87,"PtArt"
"1702",1983,1,"area1","allages","len25",545.09,"PtArt"
"1703",1983,1,"area1","allages","len26",720.57,"PtArt"
"1704",1983,1,"area1","allages","len27",846.5,"PtArt"
"1705",1983,1,"area1","allages","len28",881.62,"PtArt"
"1706",1983,1,"area1","allages","len29",952.4,"PtArt"
"1707",1983,1,"area1","allages","len30",986.51,"PtArt"
"1708",1983,1,"area1","allages","len31",928.11,"PtArt"
"1709",1983,1,"area1","allages","len32",780.91,"PtArt"
"1710",1983,1,"area1","allages","len33",881.46,"PtArt"
"1711",1983,1,"area1","allages","len34",701.72,"PtArt"
"1712",1983,1,"area1","allages","len35",745.85,"PtArt"
"1713",1983,1,"area1","allages","len36",716.58,"PtArt"
"1714",1983,1,"area1","allages","len37",465.32,"PtArt"
"1715",1983,1,"area1","allages","len38",396.87,"PtArt"
"1716",1983,1,"area1","allages","len39",233.81,"PtArt"
"1717",1983,1,"area1","allages","len40",279,"PtArt"
"1718",1983,1,"area1","allages","len41",281.41,"PtArt"
"1719",1983,1,"area1","allages","len42",252.34,"PtArt"
"1720",1983,1,"area1","allages","len43",200.75,"PtArt"
"1721",1983,1,"area1","allages","len44",202.9,"PtArt"
"1722",1983,1,"area1","allages","len45",158.76,"PtArt"
"1723",1983,1,"area1","allages","len46",146.82,"PtArt"
"1724",1983,1,"area1","allages","len47",122.28,"PtArt"
"1725",1983,1,"area1","allages","len48",136.5,"PtArt"
"1726",1983,1,"area1","allages","len49",109.81,"PtArt"
"1727",1983,1,"area1","allages","len50",66.08,"PtArt"
"1728",1983,1,"area1","allages","len51",73.62,"PtArt"
"1729",1983,1,"area1","allages","len52",66.49,"PtArt"
"1730",1983,1,"area1","allages","len53",82.54,"PtArt"
"1731",1983,1,"area1","allages","len54",86.55,"PtArt"
"1732",1983,1,"area1","allages","len55",96.38,"PtArt"
"1733",1983,1,"area1","allages","len56",35.79,"PtArt"
"1734",1983,1,"area1","allages","len57",72.76,"PtArt"
"1735",1983,1,"area1","allages","len58",29.06,"PtArt"
"1736",1983,1,"area1","allages","len59",73.39,"PtArt"
"1737",1983,1,"area1","allages","len60",84.48,"PtArt"
"1738",1983,1,"area1","allages","len61",57.48,"PtArt"
"1739",1983,1,"area1","allages","len62",45.47,"PtArt"
"1740",1983,1,"area1","allages","len63",30.72,"PtArt"
"1741",1983,1,"area1","allages","len64",41.72,"PtArt"
"1742",1983,1,"area1","allages","len65",34.32,"PtArt"
"1743",1983,1,"area1","allages","len66",15.85,"PtArt"
"1744",1983,1,"area1","allages","len67",12.54,"PtArt"
"1745",1983,1,"area1","allages","len68",17.31,"PtArt"
"1746",1983,1,"area1","allages","len69",2.16,"PtArt"
"1747",1983,1,"area1","allages","len70",2.63,"PtArt"
"1748",1983,1,"area1","allages","len71",2.71,"PtArt"
"1749",1983,1,"area1","allages","len72",0.76,"PtArt"
"1750",1983,1,"area1","allages","len73",5.19,"PtArt"
"1751",1983,1,"area1","allages","len74",5.35,"PtArt"
"1752",1983,1,"area1","allages","len75",0,"PtArt"
"1753",1983,1,"area1","allages","len76",0.5,"PtArt"
"1754",1983,1,"area1","allages","len77",0,"PtArt"
"1755",1983,1,"area1","allages","len78",6.37,"PtArt"
"1756",1983,1,"area1","allages","len79",1.06,"PtArt"
"1757",1983,1,"area1","allages","len80",2.41,"PtArt"
"1758",1983,1,"area1","allages","len81",0,"PtArt"
"1759",1983,1,"area1","allages","len82",0.15,"PtArt"
"1760",1983,1,"area1","allages","len83",0,"PtArt"
"1761",1983,1,"area1","allages","len84",0,"PtArt"
"1762",1983,1,"area1","allages","len85",2.91,"PtArt"
"1763",1983,1,"area1","allages","len86",0,"PtArt"
"1764",1983,1,"area1","allages","len87",0,"PtArt"
"1765",1983,1,"area1","allages","len88",0.15,"PtArt"
"1766",1983,1,"area1","allages","len89",0,"PtArt"
"1767",1983,1,"area1","allages","len90",0,"PtArt"
"1768",1983,1,"area1","allages","len91",0,"PtArt"
"1769",1983,1,"area1","allages","len92",0,"PtArt"
"1770",1983,1,"area1","allages","len93",0,"PtArt"
"1771",1983,1,"area1","allages","len94",0,"PtArt"
"1772",1983,1,"area1","allages","len95",0,"PtArt"
"1773",1983,1,"area1","allages","len96",0,"PtArt"
"1774",1983,1,"area1","allages","len97",0,"PtArt"
"1775",1983,1,"area1","allages","len98",0,"PtArt"
"1776",1983,1,"area1","allages","len99",0,"PtArt"
"1777",1983,1,"area1","allages","len100",0.26,"PtArt"
"1778",1983,1,"area1","allages","len101",0,"PtArt"
"1779",1983,1,"area1","allages","len102",0,"PtArt"
"1780",1983,1,"area1","allages","len103",0,"PtArt"
"1781",1983,1,"area1","allages","len104",0,"PtArt"
"1782",1983,1,"area1","allages","len105",0,"PtArt"
"1783",1983,1,"area1","allages","len106",0,"PtArt"
"1784",1983,1,"area1","allages","len107",0,"PtArt"
"1785",1983,1,"area1","allages","len108",0,"PtArt"
"1786",1983,1,"area1","allages","len109",0,"PtArt"
"1787",1983,1,"area1","allages","len110",0,"PtArt"
"1788",1983,1,"area1","allages","len111",0,"PtArt"
"1789",1983,1,"area1","allages","len112",0,"PtArt"
"1790",1983,1,"area1","allages","len113",0,"PtArt"
"1791",1983,1,"area1","allages","len114",0,"PtArt"
"1792",1983,1,"area1","allages","len115",0,"PtArt"
"1793",1983,1,"area1","allages","len116",0,"PtArt"
"1794",1983,1,"area1","allages","len117",0,"PtArt"
"1795",1983,1,"area1","allages","len118",0,"PtArt"
"1796",1983,1,"area1","allages","len119",0,"PtArt"
"1797",1983,1,"area1","allages","len120",0,"PtArt"
"1798",1983,1,"area1","allages","len121",0,"PtArt"
"1799",1983,1,"area1","allages","len122",0,"PtArt"
"1800",1983,1,"area1","allages","len123",0,"PtArt"
"1801",1983,1,"area1","allages","len124",0,"PtArt"
"1802",1983,1,"area1","allages","len125",0,"PtArt"
"1803",1983,1,"area1","allages","len126",0,"PtArt"
"1804",1983,1,"area1","allages","len127",0,"PtArt"
"1805",1983,1,"area1","allages","len128",0,"PtArt"
"1806",1983,1,"area1","allages","len129",0,"PtArt"
"1807",1984,1,"area1","allages","len1",0,"PtArt"
"1808",1984,1,"area1","allages","len2",0,"PtArt"
"1809",1984,1,"area1","allages","len3",0,"PtArt"
"1810",1984,1,"area1","allages","len4",0,"PtArt"
"1811",1984,1,"area1","allages","len5",0,"PtArt"
"1812",1984,1,"area1","allages","len6",0,"PtArt"
"1813",1984,1,"area1","allages","len7",0,"PtArt"
"1814",1984,1,"area1","allages","len8",0,"PtArt"
"1815",1984,1,"area1","allages","len9",0,"PtArt"
"1816",1984,1,"area1","allages","len10",0,"PtArt"
"1817",1984,1,"area1","allages","len11",0,"PtArt"
"1818",1984,1,"area1","allages","len12",0,"PtArt"
"1819",1984,1,"area1","allages","len13",0.1,"PtArt"
"1820",1984,1,"area1","allages","len14",2.8,"PtArt"
"1821",1984,1,"area1","allages","len15",7.2,"PtArt"
"1822",1984,1,"area1","allages","len16",25.1,"PtArt"
"1823",1984,1,"area1","allages","len17",24.3,"PtArt"
"1824",1984,1,"area1","allages","len18",26.3,"PtArt"
"1825",1984,1,"area1","allages","len19",231.2,"PtArt"
"1826",1984,1,"area1","allages","len20",36.4,"PtArt"
"1827",1984,1,"area1","allages","len21",141.7,"PtArt"
"1828",1984,1,"area1","allages","len22",205,"PtArt"
"1829",1984,1,"area1","allages","len23",230,"PtArt"
"1830",1984,1,"area1","allages","len24",155.7,"PtArt"
"1831",1984,1,"area1","allages","len25",164.5,"PtArt"
"1832",1984,1,"area1","allages","len26",273.4,"PtArt"
"1833",1984,1,"area1","allages","len27",178.8,"PtArt"
"1834",1984,1,"area1","allages","len28",154.4,"PtArt"
"1835",1984,1,"area1","allages","len29",257.1,"PtArt"
"1836",1984,1,"area1","allages","len30",181.7,"PtArt"
"1837",1984,1,"area1","allages","len31",227.2,"PtArt"
"1838",1984,1,"area1","allages","len32",258.8,"PtArt"
"1839",1984,1,"area1","allages","len33",311.9,"PtArt"
"1840",1984,1,"area1","allages","len34",336.5,"PtArt"
"1841",1984,1,"area1","allages","len35",323,"PtArt"
"1842",1984,1,"area1","allages","len36",405.9,"PtArt"
"1843",1984,1,"area1","allages","len37",391,"PtArt"
"1844",1984,1,"area1","allages","len38",318.7,"PtArt"
"1845",1984,1,"area1","allages","len39",332.1,"PtArt"
"1846",1984,1,"area1","allages","len40",389.1,"PtArt"
"1847",1984,1,"area1","allages","len41",248.3,"PtArt"
"1848",1984,1,"area1","allages","len42",235.4,"PtArt"
"1849",1984,1,"area1","allages","len43",214,"PtArt"
"1850",1984,1,"area1","allages","len44",226.5,"PtArt"
"1851",1984,1,"area1","allages","len45",248.7,"PtArt"
"1852",1984,1,"area1","allages","len46",249.8,"PtArt"
"1853",1984,1,"area1","allages","len47",196.4,"PtArt"
"1854",1984,1,"area1","allages","len48",204.5,"PtArt"
"1855",1984,1,"area1","allages","len49",203.1,"PtArt"
"1856",1984,1,"area1","allages","len50",111.4,"PtArt"
"1857",1984,1,"area1","allages","len51",138.2,"PtArt"
"1858",1984,1,"area1","allages","len52",101.7,"PtArt"
"1859",1984,1,"area1","allages","len53",63.3,"PtArt"
"1860",1984,1,"area1","allages","len54",64.9,"PtArt"
"1861",1984,1,"area1","allages","len55",67.3,"PtArt"
"1862",1984,1,"area1","allages","len56",19,"PtArt"
"1863",1984,1,"area1","allages","len57",43.6,"PtArt"
"1864",1984,1,"area1","allages","len58",28.2,"PtArt"
"1865",1984,1,"area1","allages","len59",90.1,"PtArt"
"1866",1984,1,"area1","allages","len60",58.3,"PtArt"
"1867",1984,1,"area1","allages","len61",35.1,"PtArt"
"1868",1984,1,"area1","allages","len62",22.3,"PtArt"
"1869",1984,1,"area1","allages","len63",23.2,"PtArt"
"1870",1984,1,"area1","allages","len64",20.2,"PtArt"
"1871",1984,1,"area1","allages","len65",16.9,"PtArt"
"1872",1984,1,"area1","allages","len66",15.3,"PtArt"
"1873",1984,1,"area1","allages","len67",8.3,"PtArt"
"1874",1984,1,"area1","allages","len68",17.4,"PtArt"
